Co./Last Name	Date	Customer PO	Item Number	Quantity	Description	Price
Briscoes Group NZ Ltd	4/08/2014	4500067541	l2se	6	laguiole 2pce Serving Set Wood	$16.50
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6tf	6	laguiole 6pce Table Fork Col	$14.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6te	6	laguiole 6pce Tea Spoon Col	$14.00

Briscoes Group NZ Ltd	4/08/2014	4500067541	l2ck	6	laguiole 2pce Carving Knife Wd	$16.50
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l2se	6	laguiole 2pce Serving Set Wood	$16.50
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00

Briscoes Group NZ Ltd	4/08/2014	4500067541	l6te	6	laguiole 6pce Tea Spoon Col	$14.00

Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l2se	6	laguiole 2pce Serving Set Wood	$16.50
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00

Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6tf	6	laguiole 6pce Table Fork Col	$14.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00

Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6ss	6	laguiole 6pce Soup Spoon Col	$14.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6tf	6	laguiole 6pce Table Fork Col	$14.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6te	6	laguiole 6pce Tea Spoon Col	$14.00

Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l2se	6	laguiole 2pce Serving Set Wood	$16.50
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6te	6	laguiole 6pce Tea Spoon Col	$14.00

Briscoes Group NZ Ltd	4/08/2014	4500067541	l2ck	6	laguiole 2pce Carving Knife Wd	$16.50
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	4500067541	l6te	6	laguiole 6pce Tea Spoon Col	$14.00

Briscoes Group NZ Ltd	4/08/2014	7002366034	vf2ss	12	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002362866	stsp	3	Stone Soap Pump	$8.04
Briscoes Group NZ Ltd	4/08/2014	7002362866	icsp	3	Ice Crystal Soap Pump	$11.21
Briscoes Group NZ Ltd	4/08/2014	7002362866	ictu	3	Ice Crystal Tumbler White	$7.80
Briscoes Group NZ Ltd	4/08/2014	7002362866	icsdbk	3	Ice Crystal Soap Dish Black	$5.36
Briscoes Group NZ Ltd	4/08/2014	7002362866	ictbs	3	Ice Crystal Toothbrush Sil	$7.80
Briscoes Group NZ Ltd	4/08/2014	7002362866	hesdbk	3	Heron Soap Dish Black	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002362866	hetubk	6	Heron Tumbler Black	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002362866	hetbrg	3	Heron Toilet Brush Grey	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002362866	pmb	1	Personal Mirror Barrell	$19.02
Briscoes Group NZ Ltd	4/08/2014	7002362866	aomc	6	Acrylic Organizer Mini Cosmeti	$5.00
Briscoes Group NZ Ltd	4/08/2014	7002362866	attbrb	6	Acr Twist Toiletbrush Black	$13.20
Briscoes Group NZ Ltd	4/08/2014	7002362866	vspfwfc	6	Plastic Four Way Foot Care	$0.99

Briscoes Group NZ Ltd	4/08/2014	7002363167	satbr	6	Sandstone T/Brush	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002363167	brspg	3	Brampton Soap Pump Grey	$8.58
Briscoes Group NZ Ltd	4/08/2014	7002363167	brtug	3	Brampton Tumbler Grey	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363167	atsdb	6	Acr Twist Soap Dish Black	$4.00
Briscoes Group NZ Ltd	4/08/2014	7002363167	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	4/08/2014	7002363167	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	4/08/2014	7002363167	sttbr	6	Stone Toiletbrush Holder	$17.55

Briscoes Group NZ Ltd	4/08/2014	7002364350	sttu	3	Stone Tumbler	$4.87
Briscoes Group NZ Ltd	4/08/2014	7002364350	hespbk	3	Heron Soap Pump Black	$8.80
Briscoes Group NZ Ltd	4/08/2014	7002364350	astbrb	6	Acr Squ Toiletbrush Black	$13.20
Briscoes Group NZ Ltd	4/08/2014	7002364350	attbw	6	Acr Twist Toothbrush White	$6.60
Briscoes Group NZ Ltd	4/08/2014	7002364350	atsdb	6	Acr Twist Soap Dish Black	$4.00
Briscoes Group NZ Ltd	4/08/2014	7002364350	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	4/08/2014	7002364350	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	4/08/2014	7002364350	vsnbb25	6	Natural Bath Brush 25.8cm	$1.45
Briscoes Group NZ Ltd	4/08/2014	7002364350	vsnwbp	6	Natural Waffell Bath Pillow	$3.34
Briscoes Group NZ Ltd	4/08/2014	7002364350	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	4/08/2014	7002364350	vrrspw	6	Resin Rims Soap Pump White	$8.00
Briscoes Group NZ Ltd	4/08/2014	7002364350	sttbr	6	Stone Toiletbrush Holder	$17.55

Briscoes Group NZ Ltd	4/08/2014	7002363298	stsp	3	Stone Soap Pump	$8.04
Briscoes Group NZ Ltd	4/08/2014	7002363298	satbr	6	Sandstone T/Brush	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002363298	ictus	3	Ice Crystal Tumbler Silver	$7.80
Briscoes Group NZ Ltd	4/08/2014	7002363298	brtbg	3	Brampton Toothbrush Grey	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363298	brtuw	3	Brampton Tumbler White	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363298	hesdbk	3	Heron Soap Dish Black	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363298	hetbbk	3	Heron Toothbrush Black	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363298	hetubk	3	Heron Tumbler Black	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363298	pmr	1	Personal Mirror Rectangular	$19.02
Briscoes Group NZ Ltd	4/08/2014	7002363298	attbrw	6	Acr Twist Toiletbrush White	$13.20
Briscoes Group NZ Ltd	4/08/2014	7002363298	pmms	1	Personal Mir Mens Shaving	$17.00
Briscoes Group NZ Ltd	4/08/2014	7002363298	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	4/08/2014	7002363298	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	4/08/2014	7002363298	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	4/08/2014	7002363298	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	4/08/2014	7002363298	vspsc	6	Plastic Shower Cap Single	$0.50

Briscoes Group NZ Ltd	4/08/2014	7002362943	stsp	3	Stone Soap Pump	$8.04
Briscoes Group NZ Ltd	4/08/2014	7002362943	satbr	6	Sandstone T/Brush	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002362943	icsp	3	Ice Crystal Soap Pump	$11.21
Briscoes Group NZ Ltd	4/08/2014	7002362943	icspbk	3	Ice Crystal Soap Pump Blk	$11.21
Briscoes Group NZ Ltd	4/08/2014	7002362943	aocb	6	Acrylic Organizer Cos & Bath	$14.00
Briscoes Group NZ Ltd	4/08/2014	7002362943	astub	6	Acr Squ Tumbler Black	$6.60
Briscoes Group NZ Ltd	4/08/2014	7002362943	vsnwbp	6	Natural Waffell Bath Pillow	$3.34
Briscoes Group NZ Ltd	4/08/2014	7002362943	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	4/08/2014	7002362943	vspf	6	Plastic File	$0.54

Briscoes Group NZ Ltd	4/08/2014	7002363524	satbr	6	Sandstone T/Brush	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002363524	brspg	3	Brampton Soap Pump Grey	$8.58
Briscoes Group NZ Ltd	4/08/2014	7002363524	brtug	3	Brampton Tumbler Grey	$6.44
Briscoes Group NZ Ltd	4/08/2014	7002363524	brtbrw	3	Brampton Toiletbrush White	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002363524	hespbk	3	Heron Soap Pump Black	$8.80
Briscoes Group NZ Ltd	4/08/2014	7002363524	hetbrg	3	Heron Toilet Brush Grey	$17.55
Briscoes Group NZ Ltd	4/08/2014	7002363524	asspb	6	Acy Squ Soap Pump Black	$8.17
Briscoes Group NZ Ltd	4/08/2014	7002363524	atspw	6	Acr Twist Soap Pump White	$8.17
Briscoes Group NZ Ltd	4/08/2014	7002363524	vsbbdh	6	Bamboo Brush Double Headed	$3.54
Briscoes Group NZ Ltd	4/08/2014	7002363524	vspbb37	6	Plastic Bath Brush 37cm	$1.51
Briscoes Group NZ Ltd	4/08/2014	7002363524	vrrtbrw	6	Resin Rims Toiletbrush Hld Wh	$16.00

Rebel Sport	4/08/2014	7002367846	ys2dp	8	Yellowstone pk2 Dry Pouch	$12.08
Rebel Sport	4/08/2014	7002367846	ys2lk	4	Yellowstone 2L  Kettle	$11.90
Rebel Sport	4/08/2014	7002367846	ys8fu	12	Yellowstone 8pk Fuel Blocks	$3.40

Briscoes Group NZ Ltd	4/08/2014	7002364267	vsdlg	6	Volere Spa Diffuser Lime & Gin	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002364267	vsdgt	6	Volere Spa Diffuser Green Tea	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002364267	vsdl	6	Volere Spa Diffuser Lavender	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002364267	vssst	6	Volere  Soap Sandalwood & Tum	$2.05
Briscoes Group NZ Ltd	4/08/2014	7002364267	vssr	6	Volere Spa Soap Rose 125gm	$2.05

Briscoes Group NZ Ltd	4/08/2014	7002363525	vsdj	6	Volere Spa Diffuser Jasmine	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002363525	vsdlg	6	Volere Spa Diffuser Lime & Gin	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002363525	vsdgt	6	Volere Spa Diffuser Green Tea	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002363525	vsdl	6	Volere Spa Diffuser Lavender	$4.70
Briscoes Group NZ Ltd	4/08/2014	7002363525	vssst	6	Volere  Soap Sandalwood & Tum	$2.05
Briscoes Group NZ Ltd	4/08/2014	7002363525	vsmcgt	6	Moisturising Cream Green Tea	$4.50

Briscoes Group NZ Ltd	4/08/2014	7002362865	vf2ss	12	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002362942	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002362942	vpt20	4	Volere Platinum Turin 20 pc	$32.66

Briscoes Group NZ Ltd	4/08/2014	7002363019	rrte	108	Rivet Red Tea Spoon	$1.07
Briscoes Group NZ Ltd	4/08/2014	7002363019	vf2ss	12	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002363019	ltfc	24	Laguiole Table Fork Cream	$1.70

Briscoes Group NZ Ltd	4/08/2014	7002363166	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002363166	vdwgs250	12	V Double Wall Glass set 250ml	$6.90
Briscoes Group NZ Ltd	4/08/2014	7002363166	vdwgs350	12	V Double Wall Glass set 350ml	$8.40

Briscoes Group NZ Ltd	4/08/2014	7002363448	vf2ss	12	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002363523	vf2ss	12	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002363523	vaco16	12	Volere Acc. Como 16pc Set	$11.21
Briscoes Group NZ Ltd	4/08/2014	7002363523	ltsc	24	Laguiole Table Spoon Cream	$1.70
Briscoes Group NZ Ltd	4/08/2014	7002363523	ltkc	24	Laguiole Table Knife Cream	$1.70
Briscoes Group NZ Ltd	4/08/2014	7002363523	vdwgs250	12	V Double Wall Glass set 250ml	$6.90

Briscoes Group NZ Ltd	4/08/2014	7002363792	vf2ss	12	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002363996	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002363996	vcv56	3	Verona 56pc Cutlery Set	$66.30

Briscoes Group NZ Ltd	4/08/2014	7002364348	vcm56	3	Volere Milano 56pce Cutlery	$66.30
Briscoes Group NZ Ltd	4/08/2014	7002364348	vf2ss	6	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002364528	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002364528	vaccb	12	Volere Children 3pc Cutlery	$3.90

Briscoes Group NZ Ltd	4/08/2014	7002364739	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002364739	vaco24	6	Volere Acc. Como 24 pc Set	$17.06

Briscoes Group NZ Ltd	4/08/2014	7002364869	rrtk	12	Rivet Red Table Knife	$1.07
Briscoes Group NZ Ltd	4/08/2014	7002364869	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002364869	vaccb	12	Volere Children 3pc Cutlery	$3.90

Briscoes Group NZ Ltd	4/08/2014	7002364943	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002364943	vaco42	6	Volere Acc. Como 42pc Set	$28.28

Briscoes Group NZ Ltd	4/08/2014	7002365070	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002365070	vaccb	12	Volere Children 3pc Cutlery	$3.90
Briscoes Group NZ Ltd	4/08/2014	7002365070	vdwgs250	12	V Double Wall Glass set 250ml	$6.90

Briscoes Group NZ Ltd	4/08/2014	7002365296		0		$0.00
Briscoes Group NZ Ltd	4/08/2014	7002365296	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002365296	ltfb	24	Laguiole Table Fork Blue	$1.70

Briscoes Group NZ Ltd	4/08/2014	7002365559	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002365559	vaccb	12	Volere Children 3pc Cutlery	$3.90
Briscoes Group NZ Ltd	4/08/2014	7002365559	ltkr	24	Laguiole Table Knife Red	$1.70
Briscoes Group NZ Ltd	4/08/2014	7002365559	vdwgs250	12	V Double Wall Glass set 250ml	$6.90
Briscoes Group NZ Ltd	4/08/2014	7002365559	sgc24	6	Simon Gualt Cutlery 24pc Set	$24.60

Briscoes Group NZ Ltd	4/08/2014	7002365627	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002365627	vdwgs350	12	V Double Wall Glass set 350ml	$8.40

Briscoes Group NZ Ltd	4/08/2014	7002365693	vcm56	3	Volere Milano 56pce Cutlery	$66.30
Briscoes Group NZ Ltd	4/08/2014	7002365693	vf2ss	6	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002365762	rrts	60	Rivet Red Table Spoon	$1.07
Briscoes Group NZ Ltd	4/08/2014	7002365762	vf2ss	6	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002365885	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002365885	vaccb	12	Volere Children 3pc Cutlery	$3.90

Briscoes Group NZ Ltd	4/08/2014	7002366134	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002366134	vaccb	12	Volere Children 3pc Cutlery	$3.90

Briscoes Group NZ Ltd	4/08/2014	7002366397	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002366397	ltkss	24	Laguiole Table Knife S/Steel	$2.20

Briscoes Group NZ Ltd	4/08/2014	7002366561	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002366561	vaco24	6	Volere Acc. Como 24 pc Set	$17.06

Briscoes Group NZ Ltd	4/08/2014	7002366757	vf2ss	6	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002366849	vcm42	6	Volere Milano 42pce Cutlery	$49.24
Briscoes Group NZ Ltd	4/08/2014	7002366849	vf2ss	6	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002367032	vcm24	6	Volere Milano 24pce cutlery	$26.81
Briscoes Group NZ Ltd	4/08/2014	7002367032	vf2ss	6	Serving Set 2pc Vol Forged	$9.50

Briscoes Group NZ Ltd	4/08/2014	7002367305	vf2ss	6	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002367305	vaco24	6	Volere Acc. Como 24 pc Set	$17.06
Briscoes Group NZ Ltd	4/08/2014	7002367305	vaas24	6	Volere Acc. Asti 24pc Set	$17.06
Briscoes Group NZ Ltd	4/08/2014	7002367305	vdwgs250	12	V Double Wall Glass set 250ml	$6.90

Briscoes Group NZ Ltd	4/08/2014	7002367471	vf2ss	12	Serving Set 2pc Vol Forged	$9.50
Briscoes Group NZ Ltd	4/08/2014	7002367471	vcv42	12	Verona 42pc Cutlery Set	$49.24
Briscoes Group NZ Ltd	4/08/2014	7002367471	ltsr	24	Laguiole Table Spoon Red	$1.70

BP 2GO Kaikoura	5/08/2014	Phone order	bp2goh	48	BP 2Go Thermal Mug with Handle	$4.95

BP 2GO Pongakawa	7/08/2014	Niki	bp2goh	48	BP 2Go Thermal Mug with Handle	$4.95

Briscoes Group NZ Ltd	7/08/2014	re8110001218	stsp	3	Stone Soap Pump	$8.04

Briscoes Group NZ Ltd	7/08/2014	re 8110001204	vsnbb25	6	Natural Bath Brush 25.8cm	$1.45

Briscoes Group NZ Ltd	7/08/2014	re 8110001212	brtbg	3	Brampton Toothbrush Grey	$6.44

Briscoes Group NZ Ltd	7/08/2014	re 8110001213	vrdtuw	6	Resin Dimple Tumbler White	$6.20

Briscoes Group NZ Ltd	7/08/2014	rec8110001221	hetubk	3	Heron Tumbler Black	$6.44

Briscoes Group NZ Ltd	8/08/2014	7002370906	sttu	3	Stone Tumbler	$4.87
Briscoes Group NZ Ltd	8/08/2014	7002370906	ictbrbk	3	Ice Crystal ToiletBrush Black	$21.45
Briscoes Group NZ Ltd	8/08/2014	7002370906	ictubk	3	Ice Crystal Tumbler Black	$7.80
Briscoes Group NZ Ltd	8/08/2014	7002370906	brsdw	3	Brampton Soap Dish White	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370906	brtbw	3	Brampton Toothbrush White	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370906	hetbrbk	3	Heron Toilet Brush Black	$17.55
Briscoes Group NZ Ltd	8/08/2014	7002370906	hetbg	3	Heron Toothbrush Grey	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370906	astuw	6	Acr Squ Tumbler White	$6.60
Briscoes Group NZ Ltd	8/08/2014	7002370906	attbw	6	Acr Twist Toothbrush White	$6.60
Briscoes Group NZ Ltd	8/08/2014	7002370906	vsbbb35	6	Bamboo Bath Brush 35cm	$2.91
Briscoes Group NZ Ltd	8/08/2014	7002370906	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	8/08/2014	7002370906	vspbb37	6	Plastic Bath Brush 37cm	$1.51

Briscoes Group NZ Ltd	8/08/2014	7002370839	sttb	3	Stone Toothbrush Holder	$5.19
Briscoes Group NZ Ltd	8/08/2014	7002370839	sttu	6	Stone Tumbler	$4.87
Briscoes Group NZ Ltd	8/08/2014	7002370839	sasd	6	Sandstone Soap Dish	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370839	satbr	6	Sandstone T/Brush	$17.55
Briscoes Group NZ Ltd	8/08/2014	7002370839	ictbrs	3	Ice Crystal Toilet Br Silver	$21.45
Briscoes Group NZ Ltd	8/08/2014	7002370839	brspg	3	Brampton Soap Pump Grey	$8.58
Briscoes Group NZ Ltd	8/08/2014	7002370839	brtbrg	3	Brampton Toiletbrush Grey	$17.55
Briscoes Group NZ Ltd	8/08/2014	7002370839	brsdw	6	Brampton Soap Dish White	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370839	brtbrw	6	Brampton Toiletbrush White	$17.55
Briscoes Group NZ Ltd	8/08/2014	7002370839	brtuw	3	Brampton Tumbler White	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370839	hesdg	3	Heron Soap Dish Grey	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370839	hespg	3	Heron Soap Pump Grey	$8.58
Briscoes Group NZ Ltd	8/08/2014	7002370839	hetbrg	3	Heron Toilet Brush Grey	$17.55
Briscoes Group NZ Ltd	8/08/2014	7002370839	hetug	3	Heron Tumbler Grey	$6.44
Briscoes Group NZ Ltd	8/08/2014	7002370839	assdw	6	Acr Squ Soap Dish White	$4.00
Briscoes Group NZ Ltd	8/08/2014	7002370839	attbw	6	Acr Twist Toothbrush White	$6.60
Briscoes Group NZ Ltd	8/08/2014	7002370839	atspb	6	Acr Twist Soap Pump Black	$8.17
Briscoes Group NZ Ltd	8/08/2014	7002370839	vsnbb35	6	Natural Bath Brush 35cm	$1.70
Briscoes Group NZ Ltd	8/08/2014	7002370839	vsnlwh	6	Natural Loofah on handle 35cm	$2.40
Briscoes Group NZ Ltd	8/08/2014	7002370839	vsnpsr	6	Natural Pumice Stone on Rope	$0.35
Briscoes Group NZ Ltd	8/08/2014	7002370839	vspsc	6	Plastic Shower Cap Single	$0.50
Briscoes Group NZ Ltd	8/08/2014	7002370839	vrrtuw	6	Resin Rims Tumbler White	$6.20
Briscoes Group NZ Ltd	8/08/2014	7002370839	sttbr	6	Stone Toiletbrush Holder	$17.55
Briscoes Group NZ Ltd	8/08/2014	7002370839		0		$0.00

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdj	6	Volere Spa Diffuser Jasmine	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdlg	6	Volere Spa Diffuser Lime & Gin	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdl	6	Volere Spa Diffuser Lavender	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vssj	6	Volere Spa Soap Jasmine 125gm	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsslg	6	Volere Spa Soap Lime & Ginger	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vssgt	6	Volere Spa Soap Green Tea	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vssl	6	Volere Spa Soap Lavender	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vssst	6	Volere  Soap Sandalwood & Tum	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsswm	6	Volere Spa Soap Watermelon	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vssvc	6	Volere Spa Soap Vanilla & Cin	$2.05
Briscoes Group NZ Ltd	8/08/2014	4500067747	vssr	6	Volere Spa Soap Rose 125gm	$2.05

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdj	6	Volere Spa Diffuser Jasmine	$4.70

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdj	6	Volere Spa Diffuser Jasmine	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdlg	6	Volere Spa Diffuser Lime & Gin	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdgt	6	Volere Spa Diffuser Green Tea	$4.70

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdj	6	Volere Spa Diffuser Jasmine	$4.70

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdj	6	Volere Spa Diffuser Jasmine	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdlg	6	Volere Spa Diffuser Lime & Gin	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdl	6	Volere Spa Diffuser Lavender	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsobj	6	Volere Spa Oil Burn  Jasmine	$7.00
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsobl	6	Volere Spa Oil Burn Lavender	$7.00

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdj	6	Volere Spa Diffuser Jasmine	$4.70
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdl	6	Volere Spa Diffuser Lavender	$4.70

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsdlg	6	Volere Spa Diffuser Lime & Gin	$4.70

Briscoes Group NZ Ltd	8/08/2014	4500067747		0		$0.00
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsobgt	6	Volere Spa Oil Burn Green Tea	$7.00
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsobl	6	Volere Spa Oil Burn Lavender	$7.00
Briscoes Group NZ Ltd	8/08/2014	4500067747	vsoblg	6	Volere Spa Oil Burn Lime Ging	$7.00

Briscoes Group NZ Ltd	8/08/2014	4500067747	vsobgt	6	Volere Spa Oil Burn Green Tea	$7.00
Briscoes Group NZ Ltd	8/08/2014	4500067747		0		$0.00

